prompt,prompt_len,target
"Alexander Farnese, Prince of Parma",34,52.0
Ranuccio II Farnese,19,64.0
"Francesco Maria I della Rovere, Duke of Urbino",46,48.0
Maerten de Vos,14,71.0
Jean de Créquy,14,79.0
Hervé de Portzmoguer,20,42.0
Jean-Baptiste Régis,19,74.0
Lars Ulstadius,14,82.0
John of Biclaro,15,81.0
Giambattista Basile,19,66.0
Giulio Cesare Polerio,21,64.0
Gilliam van der Gouwen,22,70.0
Francesco Farnese,17,49.0
"Henry I, Margrave of Brandenburg-Stendal",40,62.0
Albert of Strzelce,18,75.0
"Charles de Ligne, 2nd Prince of Arenberg",40,66.0
José de Acosta,14,60.0
Francis Willughby,17,37.0
"Charles II, Lord of Monaco",26,34.0
Lodovico Grossi da Viadana,26,67.0
Anthonis van Obbergen,21,68.0
Kaspar Förster,14,57.0
Petrus Riga,11,69.0
"Ulick Burke, 1st Marquess of Clanricarde",40,53.0
Alexandre l'Acémète,19,80.0
Przemysław of Oświęcim,22,41.0
Narcís Feliu de la Penya i Farell,33,70.0
Theodorus Moretus,17,65.0
Jean Petitot,12,84.0
Enrico Rampini,14,60.0
Ivan Sratsimir of Bulgaria,26,73.0
Louis,5,70.0
"Gaspar de la Cerda, 8th Count of Galve",38,44.0
"Geoffrey, Count of Nantes",25,24.0
John VIII,9,49.0
Otto Heurnius,13,75.0
Sergius III of Amalfi,21,23.0
François Annibal d'Estrées,26,97.0
"John, Duke of Randazzo",22,31.0
"François de Beaumont, baron des Adrets",38,74.0
Zhu Yunming,11,66.0
"John V, Margrave of Brandenburg-Salzwedel",41,15.0
Cao Ang,7,20.0
"Nicholas II, Duke of Opava",26,77.0
"Wenceslaus I, Duke of Opava",27,19.0
"Nicholas III, Duke of Opava",27,55.0
Yahya of Antioch,16,86.0
Salman the Persian,18,89.0
Salomon Adler,13,79.0
Elias Tillandz,14,53.0
"Philippe-Charles, 3rd Count of Arenberg",39,53.0
Bernard the Lightsome,21,33.0
"Philippe François, 1st Duke of Arenberg",39,49.0
Konrad V Kantner,16,59.0
Konrad I of Oleśnica,20,74.0
Pir Sultan Abdal,16,70.0
Guy IV of Spoleto,17,96.0
Wang Hong,9,53.0
Chu Suiliang,12,61.0
Procopius of Gaza,17,63.0
Carl Piper,10,69.0
"Frederick I, Margrave of Baden",30,19.0
Ciriaco de' Pizzicolli,22,61.0
Jacopo Tiepolo,14,99.0
Gregorio Barbarigo,18,72.0
Leonard of Noblac,17,49.0
Jean-Baptiste Labat,19,75.0
Cheng Hao,9,53.0
Khwaja Abdullah Ansari,22,83.0
George III of Brieg,19,53.0
"Henry III, Count of Bar",23,43.0
Chen Chun,9,61.0
"Julius Henry, Duke of Saxe-Lauenburg",36,79.0
Hayashi Razan,13,74.0
"Theodoric I, Count of Montbéliard",33,58.0
Saint Modoald,13,95.0
"Theobald II, Count of Bar",25,70.0
"Philip, Landgrave of Hesse-Philippsthal",39,66.0
Cheng Yi,8,74.0
Mieszko of Bytom,16,44.0
Lebna Dengel,12,44.0
Władysław of Legnica,20,56.0
Baba Tahir,10,85.0
Petr Brandl,11,67.0
Petter Dass,11,60.0
Shen Zhou,9,82.0
Bernhard von Spanheim,21,76.0
Ferdinand Kettler,17,82.0
Cornelis de Houtman,19,34.0
Hans Rottenhammer,17,61.0
Cardinal-Infante Ferdinand of Austria,37,32.0
Karl Topia,10,57.0
Fryderyk Getkant,16,66.0
Giovanni I Participazio,23,86.0
Ulrich of Zell,14,64.0
Pope Demetrius of Alexandria,28,31.0
"Yusuf IV, Sultan of Granada",27,82.0
"Muhammed VIII, Sultan of Granada",32,22.0
Thomas Sydenham,15,65.0
Bernard Gui,11,70.0
Ismail II,9,22.0
Ulrik of Denmark,16,22.0
Juan Hurtado de Mendoza,23,44.0
Alfonso,7,15.0
Michiel de Swaen,16,53.0
"Richard, Duke of Burgundy",25,63.0
Giovanni il Popolano,20,31.0
Benedict the Moor,17,63.0
Hernando de Talavera,20,79.0
"Muhammed VI, Sultan of Granada",30,30.0
"Muhammed X, Sultan of Granada",29,39.0
Martin Kober,12,48.0
Muhammed IX,11,57.0
Yu Shinan,9,80.0
Jalal ad-Din Mingburnu,22,32.0
Shen Buhai,10,48.0
"Enno II, Count of East Frisia",29,35.0
Wang Xianzhi,12,42.0
Georg Mohr,10,57.0
Louis II of Nassau-Weilburg,27,62.0
Johan Sems,10,63.0
"George Albert, Prince of East Frisia",36,44.0
Jacob Baradaeus,15,73.0
Rainulf Drengot,15,45.0
Gerard Thom,11,73.0
"William II, Duke of Apulia",26,32.0
William Iron Arm,16,36.0
Michael Scot,12,57.0
Joseph Albo,11,64.0
Niccolò di Tommaso,18,59.0
"Wartislaw I, Duke of Pomerania",30,44.0
Ferenc Dávid,12,69.0
Jia Xu,6,76.0
Cao Zhen,8,46.0
Ma Teng,7,55.0
Huang Gai,9,77.0
Xu Shen,7,89.0
Kong Rong,9,55.0
Sima Xiangru,12,62.0
Lu Su,5,45.0
Bernardin Frankopan,19,76.0
Péter Pázmány,13,67.0
Bernard Picart,14,60.0
Martin Peerson,14,79.0
Claude Gillot,13,49.0
Fran Krsto Frankopan,20,28.0
William III of Sicily,21,13.0
Stephen Thomas of Bosnia,24,49.0
"Ferdinand Charles, Archduke of Austria",38,34.0
Roberto de Nobili,17,79.0
Benedetto Antelami,18,80.0
George I of Georgia,19,31.0
Anna Elisabeth von Bentheim-Steinfurt,37,62.0
Anna Elisabeth of Palatinate-Simmern,36,60.0
Anna Elisabeth of Saxe-Lauenburg,32,64.0
François le Métel de Boisrobert,31,73.0
Anna Erika von Waldeck,22,60.0
Claude Favre de Vaugelas,24,65.0
John of Leiden,14,27.0
Edward Alleyn,13,60.0
Anna Fugger,11,32.0
Suitbert of Kaiserswerdt,24,76.0
George Pisida,13,54.0
Joos de Momper the Younger,26,71.0
Paul Hofhaimer,14,78.0
Bernardino Baldi,16,64.0
Corbinian,9,60.0
Menno van Coehoorn,18,63.0
Gerbrand Adriaenszoon Bredero,29,33.0
Constantijn Huygens,19,91.0
"Frederick II, Landgrave of Hesse-Homburg",40,75.0
Floris van Egmont,17,69.0
Johann Kaspar von Stadion,25,74.0
Piet Pieterszoon Hein,21,52.0
Heinrich von Bobenhausen,24,81.0
"Albert III, Duke of Saxony",26,57.0
Campanus of Novara,18,86.0
Pons,4,41.0
Abul-Hasan ibn Mirza Ghiyas Beg,31,72.0
Stefan Czarniecki,17,66.0
Tito Livio Burattini,20,64.0
Laurentius Petri,16,74.0
Shen Yue,8,72.0
"John Talbot, 1st Earl of Shrewsbury",35,69.0
Alphonse Jourdain,17,45.0
Jahan Shah,10,70.0
Jacob Stainer,13,66.0
Vergilius of Salzburg,21,84.0
"Count Gustav of Vasaborg, 1st Count of Nystad",45,37.0
Ascanio Sforza,14,50.0
Ivan Vyhovskyi,14,56.0
François Pétis de la Croix,26,60.0
Anna Krölin,11,51.0
Konstantin of Rostov,20,33.0
Raymond Roger Trencavel,23,24.0
Anna Laminit,12,38.0
Roman of Bulgaria,17,67.0
Vincenzo Coronelli,18,68.0
Maciej Stryjkowski,18,46.0
Hermogenes of Moscow,20,82.0
Janusz Radziwiłł,16,43.0
Remy Belleau,12,49.0
Jean Rotrou,11,41.0
François Hotman,15,66.0
Renaud de Vichiers,18,58.0
Richard de Bures,16,47.0
Pedro Berruguete,16,54.0
"John of Eltham, Earl of Cornwall",32,20.0
Gero,4,76.0
Anna Margarete von Braunschweig-Harburg,39,76.0
Konstantinos Manasses,21,57.0
Simeon Uroš,11,45.0
Anna Maria Anguissola,21,56.0
Anna Maria Braun,16,71.0
Han Gan,7,77.0
Duke Wen of Jin,15,69.0
"Frederick IV, Duke of Lorraine",30,47.0
"Frederick II of Lorraine, Count of Vaudémont",44,53.0
"John I, Duke of Lorraine",24,44.0
"Antoine of Lorraine, Count of Vaudémont",39,58.0
Anna Maria Wagemann,19,67.0
Hilarion of Kiev,16,65.0
Baroness Anna Marie von Boskowicz und Schwarzenberg,51,50.0
John Harris,11,53.0
Anna Maria of Brandenburg,25,51.0
Teodoro Trivulzio,17,76.0
Anne Mary of Hesse-Kassel,25,59.0
Gilles Joye,11,59.0
Rodrigo Jiménez de Rada,23,77.0
Anna Maßmeyer,13,40.0
"Matthew, Count of Foix",22,35.0
"Baldwin III, Count of Hainaut",29,32.0
Raymond of Burgundy,19,37.0
Thomas Lodge,12,67.0
Anna Pogwisch,13,88.0
"Charles de Cossé, Count of Brissac",34,58.0
Gaspard de Saulx,16,64.0
Anna Fugger,11,37.0
Anna Reinhart,13,54.0
"Ismail I, Sultan of Granada",27,46.0
Anna Salome of Manderscheid-Blankenheim,39,63.0
Yahya ibn Abd al-Aziz,21,52.0
Bruno,5,40.0
Anna Sibylle of Hanau-Lichtenberg,33,38.0
Caspar Hennenberger,19,71.0
John Frederick II,17,66.0
Anna Sophie of Anhalt,21,68.0
Anna Sophia of Brandenburg,26,61.0
Virgil Solis,12,48.0
Johann Lohel,12,73.0
Anna Sydow,10,50.0
Daniel Rantzau,14,40.0
Dobroslav II,12,34.0
Walburgis van Neuenahr,22,78.0
Mahmud al-Kashgari,18,72.0
Anna of Este,12,76.0
Anna von Bolanden,17,60.0
"Gerhard VI, Count of Holstein-Rendsburg",39,37.0
Gerhard III,11,47.0
Anna von Kuedorf,16,76.0
Anna von Lichtenberg,20,32.0
Anna von Nürnberg,17,83.0
Anna von Palandt,16,77.0
Johanna Pallantia,17,49.0
Anna von Pappenheim,19,65.0
Anna von Quitzow,16,55.0
"Anna of Saxony, Landgravine of Hesse",36,42.0
Anna of Saxony,14,46.0
Anna von Inhausen und Kniphaus,30,60.0
Anna von Tecklenburg-Schwerin,29,50.0
Anna von Viermund,17,61.0
"Anna of Veldenz, Countess Palatine of Simmern-Zweibrücken",57,49.0
Anna von der Pfalz,18,69.0
"Dietrich, Count of Oldenburg",28,50.0
Duke Wu of Qin,14,72.0
Michael Willmann,16,76.0
Duke Gong of Qin,16,46.0
Anne Jules de Noailles,22,58.0
Anne-Madeleine Rémusat,22,34.0
Wigbert,7,77.0
Diego García de Paredes,23,57.0
"Anne Brandon, Baroness Grey of Powys",36,51.0
Qiu Chuji,9,79.0
Qin Jiushao,11,60.0
Anne Greene,11,37.0
Anne Halkett,12,76.0
Zhang Xuan,10,42.0
Gunnar hinn spaki Þorgrímsson,29,40.0
Anne Hilarion de Tourville,26,59.0
Waldemar,8,38.0
"George Frederick Charles, Margrave of Brandenburg-Bayreuth",58,47.0
Hieronymus Praetorius,21,69.0
"Christian, Margrave of Brandenburg-Bayreuth",43,74.0
Johann Wilhelm von Fürstenberg,30,68.0
"Anne Neville, Duchess of Buckingham",35,80.0
Wilhelm of Brandenburg-Ansbach,30,65.0
"Bernhard, Count of Anhalt",25,72.0
Anne de Bourbon,15,28.0
Anne de Joyeuse,15,27.0
Anne du Bourg,13,38.0
Anne d'Escars de Givry,22,66.0
Duke Ai of Qin,14,49.0
Anneken Hendriks,16,49.0
Magnus of Füssen,16,73.0
"Ludwig I, Count of Württemberg-Urach",36,38.0
"John William, Duke of Saxe-Weimar",33,43.0
"Siegmund, Margrave of Bayreuth",30,27.0
John Soběslav of Luxembourg-Moravia,35,23.0
"Casimir, Margrave of Brandenburg-Bayreuth",41,46.0
"Frederick I, Burgrave of Nuremberg",34,62.0
"Gerhard I, Count of Holstein-Itzehoe",36,58.0
Rudolf II,9,63.0
Hans Maler zu Schwaz,20,40.0
Annibale Caro,13,59.0
Annibale Francesco Gonzaga,26,74.0
Annibale Gonzaga,16,66.0
Duke Xian of Qin,16,21.0
"Henry IV, Duke of Brunswick-Lüneburg",36,51.0
"William II, Landgrave of Hesse",30,40.0
Thomas Baltzar,14,33.0
Pelagius of Constance,21,13.0
"George Frederick II, Margrave of Brandenburg-Ansbach",52,25.0
"Henry V, Duke of Mecklenburg",28,73.0
Benedikt Dreyer,15,60.0
Jörg Breu the Elder,19,62.0
"Magnus I, Duke of Saxe-Lauenburg",32,55.0
"John I, Duke of Saxony",22,36.0
Gottfried Reiche,16,67.0
John of Görlitz,15,26.0
Jerg Ratgeb,11,41.0
Johannes Bogerman,17,61.0
Welf VII,8,27.0
Theodbert of Bavaria,20,34.0
Giovanni della Rovere,21,44.0
John de Ufford,14,49.0
Damião de Góis,14,72.0
Charlotte de La Marck,21,20.0
Peter Mogila,12,51.0
Malatesta Ungaro,16,45.0
Hans Neusidler,14,55.0
Bartolomé de Cárdenas,21,53.0
John Fortescue,14,82.0
"William Frederick, Margrave of Brandenburg-Ansbach",50,37.0
"Georg Albrecht, Margrave of Brandenburg-Bayreuth-Kulmbach",57,47.0
Pierre Daniel Huet,18,91.0
"John I, Burgrave of Nuremberg",29,21.0
"John VIII, Count of Nassau-Siegen",33,55.0
Master of Messkirch,19,43.0
Robert de Cotte,15,79.0
Hans Pleydenwurff,17,52.0
Jean-Baptiste Tuby,18,65.0
"John II, Duke of Schleswig-Holstein-Haderslev",45,59.0
Agostino Beltrano,17,49.0
Ansbert of Rouen,16,66.0
Francesco Vitelli,17,60.0
Francesco Fiorentino,20,77.0
"John Philip, Duke of Saxe-Altenburg",35,42.0
Rutger von Ascheberg,20,72.0
Henri II. Clément,17,41.0
Clamor Heinrich Abel,20,62.0
Ansegisus,9,63.0
Ansegisus,9,33.0
"Burkhard I, Count of Zollern",28,36.0
"Anselm Marshal, 6th Earl of Pembroke",36,37.0
Anselm van Hulle,16,73.0
Anselm of Laon,14,67.0
"Anselm, Duke of Friuli",22,83.0
Karl August I. von Alvensleben,30,36.0
Bartłomiej Groicki,18,71.0
Joseph Raphson,14,67.0
Robert III de La Marck,22,46.0
Henry the Friendly,18,28.0
Honoré Bonet,12,60.0
"John II, Duke of Cleves",23,63.0
Gaspar de Crayer,16,85.0
"John I, Duke of Cleves",22,62.0
"Nikolaus, Count Esterházy",25,62.0
Adam of Wągrowiec,17,29.0
William Mundy,13,62.0
Notker of Liège,15,68.0
"Robert I, Duke of Bar",21,67.0
"Meinhard I, Count of Gorizia-Tyrol",34,64.0
Stephen Zápolya,15,98.0
Walter Travers,14,87.0
"Gustav Adolph, Duke of Mecklenburg-Güstrow",42,62.0
Francesco Stancaro,18,73.0
Hugues Doneau,13,64.0
Johann Kusser,13,67.0
"Philip, Duke of Schleswig-Holstein-Sonderburg-Glücksburg",56,79.0
Bolko II of Opole,17,56.0
Guillaume Fillastre,19,80.0
"Bolesław I, Duke of Cieszyn",27,68.0
Nikolaus Ager,13,66.0
Gothelo II of Lower Lorraine,28,38.0
Jan Roháč of Dubá,17,37.0
Leszek of Racibórz,18,46.0
Jan Collaert (I),16,42.0
"John I, Duke of Opava-Ratibor",29,49.0
Bernard of Świdnica,19,38.0
"Albert III, Margrave of Brandenburg-Salzwedel",45,50.0
"Johann VII, Duke of Mecklenburg",31,34.0
"John Albert II, Duke of Mecklenburg",35,46.0
"Edward III, Duke of Bar",23,38.0
"Matthias II, Duke of Lorraine",29,58.0
"Casimir II, Duke of Cieszyn",27,80.0
"Przemysław II, Duke of Cieszyn",30,57.0
"Bolesław II, Duke of Cieszyn",28,27.0
Władysław of Głogów,19,40.0
"Wenceslaus I, Duke of Cieszyn",29,61.0
"Henri II d'Orléans, Duke of Longueville",39,68.0
"Konrad I, Duke of Głogów",24,72.0
"Henry V, Duke of Legnica",24,48.0
"Godfrey I, Duke of Lower Lorraine",33,24.0
"Theobald II, Duke of Lorraine",29,49.0
"Frederick II, Duke of Lorraine",30,51.0
"Henry de Nassau, Lord Overkirk",30,68.0
"Rudolph, Duke of Lorraine",25,26.0
"Theobald I, Duke of Lorraine",28,29.0
George I of Württemberg-Mömpelgard,34,60.0
"Henry the Peaceful, Duke of Brunswick-Lüneburg",46,62.0
Cao Xiong,9,25.0
Lambert of Hersfeld,19,56.0
"Reginald II, Count of Bar",25,48.0
Grimoald of Bavaria,19,25.0
Theobald of Bavaria,19,19.0
"Bogislaw XIV, Duke of Pomerania",31,57.0
"Sobieslaw I, Duke of Pomerania",30,57.0
"Bogislaw I, Duke of Pomerania",29,57.0
"Sambor I, Duke of Pomerania",27,57.0
"Barnim III, Duke of Pomerania",29,68.0
Infante Charles of Austria,26,25.0
Guglielma de Bohême,19,71.0
Philip van Artevelde,20,42.0
Johann von der Leyen,20,57.0
Michael Gaismair,16,42.0
Anthoni Schoonjans,18,71.0
Anthonie Duyck,14,69.0
Anthonie Heinsius,17,79.0
Anthonie van Borssom,20,46.0
François d'Amboise,18,69.0
Anthony Ascham,14,36.0
Thomas of Cantimpré,19,69.0
Domenico Capranica,18,58.0
Heinrich Wittenwiler,20,50.0
Anthony Babington,17,25.0
Katarzyna Barbara Radziwiłł,27,37.0
Anthony Collins,15,53.0
Yesugeo,7,37.0
Herluf Trolle,13,49.0
"Géza, royal prince of Hungary",29,59.0
Valdemar of Denmark,19,78.0
"Anthony Grey, 9th Earl of Kent",30,86.0
Antoine Hamilton,16,74.0
Bernard of Valence,18,35.0
Henry IV the Faithful,21,50.0
"Henry IV, Count of Bar",22,29.0
Simone Cantarini,16,36.0
"Henry II, Count of Bar",22,49.0
Bolesław the Elder,18,69.0
"Henry III, Duke of Głogów",25,58.0
Gerrit Jacobsz. Witsen,22,26.0
Yang Weizhen,12,74.0
John of Jandun,14,48.0
Francis Fox,11,63.0
"Frederick III, Duke of Lorraine",31,63.0
Władysław of Oświęcim,21,49.0
Yang Yunsong,12,70.0
"Anthony Woodville, 2nd Earl Rivers",34,41.0
Lu Ban,6,63.0
Jacopo Strada,13,81.0
Johannes Stabius,16,62.0
Nicolò Albertini,16,71.0
John of Wildeshausen,20,72.0
Giovanni Henrico Albicastro,27,70.0
Han Xin,7,35.0
Yang Hui,8,60.0
Guillaume de Baillou,20,78.0
John II Doukas of Thessaly,26,68.0
"John III, Count of Holstein-Plön",32,62.0
Philip of Dreux,15,59.0
Nicolaas van Eyck,17,62.0
Florine of Burgundy,19,14.0
Jan Želivský,12,42.0
Ulrich III,10,49.0
Jean Morin,10,60.0
Bernhard von Konstanz,21,38.0
Wen Tianxiang,13,47.0
Cornelis Claesz van Wieringen,29,56.0
Gerrit Adriaenszoon Berckheyde,30,60.0
Job Adriaenszoon Berckheyde,27,63.0
József Alauda,13,54.0
Richard Brakenburgh,19,52.0
Laurens Jansz Coster,20,70.0
Floris van Dyck,15,76.0
Gilbert Cousin,14,66.0
Mafalda of Portugal,19,59.0
Baccio Pontelli,15,45.0
Jacques Chausson,16,43.0
"Marie de Bourbon, Princess of Achaea",36,69.0
Dirck Helmbreker,16,63.0
John of Gravina,15,42.0
"Theodoric I, Duke of Upper Lorraine",35,61.0
Lieven de Key,13,67.0
Jean Orry,9,67.0
Filippo Abbiati,15,75.0
Pieter van Laer,15,43.0
Nicholas Orsini,15,28.0
Jacob Matham,12,60.0
Leander of Seville,18,66.0
Antonio de' Medici,18,45.0
Jan Mostaert,12,80.0
Petrus Peregrinus de Maricourt,30,60.0
Petrus Dorlandus,16,53.0
Michelangelo Anselmi,20,64.0
Pieter Post,11,61.0
Johann Michael Feuchtmayer the Elder,36,47.0
Thorvaldur Kodransson,21,52.0
Raimon Vidal de Bezaudun,24,56.0
Charles d'Albert de Luynes,26,43.0
Albert Huet,11,70.0
Pieter Soutman,14,64.0
"Charles, Count of Soissons",26,46.0
Johannes Cornelisz Verspronck,29,56.0
"Louis Armand II, Prince of Conti",32,32.0
Julian Cesarini,15,46.0
Hendrick Cornelisz Vroom,24,78.0
Cornelis Vroom,14,70.0
Jacob Willemsz de Wet,21,65.0
Antonello Gagini,16,58.0
Magnus,6,35.0
Richard Morton,14,61.0
John Major,10,83.0
John of Głogów,14,62.0
Jacopo d'Avanzi,15,66.0
Alessandro Oliva,16,56.0
King Wei of Qi,14,50.0
"William VII, Marquess of Montferrat",35,52.0
Janisław I,10,91.0
Bartlomiej Strobel,18,56.0
Andrea Aleksi,13,80.0
Melchior Cibinensis,19,31.0
François de Montmorency,23,49.0
Robert de Visée,15,83.0
Berengar II of Neustria,23,95.0
Benedetto Gennari,17,47.0
"John, Hereditary Prince of Saxony",33,39.0
Cao Chong,9,12.0
Antiochus of Sulcis,19,32.0
Gerónimo de la Concepción,25,56.0
Jón Halldórsson,15,64.0
Jacobus de la Torre,19,53.0
Pedro de Soto,13,70.0
Erik Axelsson Tott,18,62.0
"Hans-Adam I, Prince of Liechtenstein",36,55.0
Michael Glycas,14,79.0
Annibale Annibaldi,18,51.0
Antipater of Thessalonica,25,40.0
Francesco Ferrucci,18,41.0
"Charles, Duke of Durazzo",24,25.0
Radboud of Utrecht,18,67.0
Giovanna di Coesme,18,41.0
Alphonsus Rodriguez,19,85.0
Memmo di Filippuccio,20,75.0
Domenico Grimani,16,62.0
Samuel ha-Levi,14,41.0
Paul Le Jeune,13,73.0
Matilda of Andechs,18,95.0
Walter of Mortagne,18,74.0
Gilbert de la Porrée,20,84.0
Þorvaldur Gissurarson,21,80.0
"Louis, Duke of Durazzo",22,35.0
Étienne de Bar,14,63.0
Gilbert Sheldon,15,79.0
"William de la Pole, 1st Duke of Suffolk",39,54.0
Muḥammad ibn Ibrāhīm al-Fazārī,30,60.0
Arnulf of Lisieux,17,79.0
Simon Bredon,12,72.0
Vsevolod IV of Kiev,19,62.0
William de Croÿ,15,23.0
Anne de Laval,13,49.0
Francis Quarles,15,52.0
Bernard Nieuwentyt,18,64.0
Antoine Baudeau de Somaize,26,20.0
Antoine Bohier Du Prat,22,59.0
Asclepiades of Tragilus,23,40.0
Gaugericus,10,75.0
Antoine Brun,12,55.0
Antoine Caron,13,78.0
Pier Paolo Crescenzi,20,73.0
Antoine Champion,16,70.0
Antoine Coypel,14,61.0
Antoine Desgodetz,17,75.0
Antoine Francisque,18,35.0
Hugh II of Thouars,18,48.0
Antoine Godeau,14,67.0
Antoine Houdar de La Motte,26,59.0
Arnaud de Salette,17,39.0
"Antonio I, Prince of Monaco",27,70.0
Antoine I de Croÿ,17,70.0
Antoine de la Mothe Cadillac,28,72.0
David von Krafft,16,69.0
"Isabella of France, Dauphine of Viennois",40,36.0
Antoine Parent,14,50.0
Louis the Springer,18,81.0
"James Douglas, 2nd Earl of Douglas",34,30.0
Antoine Thomas,14,65.0
Maeda Toshitsune,16,64.0
Antoine de la Sale,18,74.0
Antoine de Pas de Feuquières,28,63.0
Antoine de Montchrestien,24,46.0
Antoine de Pluvinel,19,65.0
Antoine de Paule,16,85.0
"Pierre Brûlart, marquis de Sillery",34,57.0
Antoinette d'Amboise,20,57.0
John of Beaumont,16,68.0
Trebatius Testa,15,88.0
Afonso I of Portugal,20,76.0
"Henry I, Count of Tecklenburg",29,55.0
Anton Witersheim,16,75.0
Anton von Wietersheim,21,60.0
Anton,5,50.0
Andries Jacobsz Stock,21,68.0
Johann Joseph Vilsmayr,22,59.0
Margaret Clitherow,18,31.0
"Sir Nicholas Crispe, 1st Baronet",32,67.0
Nicholas III of Constantinople,30,61.0
Chen Hongshou,13,54.0
"Anthony, bastard of Burgundy",28,83.0
Constabilis,11,55.0
Anton Berin,11,48.0
Anton Bocatius,14,0.0
"Maria Gonzaga, Duchess of Montferrat",36,51.0
Anton Braun,11,42.0
Antonín Brus z Mohelnice,24,62.0
Domenico da Piacenza,20,80.0
Michel Poncet de La Rivière,27,59.0
Jacques Guillemeau,18,63.0
Anton Detlev Jenner,19,42.0
François de Coligny d'Andelot,29,48.0
Isaac Jogues,12,39.0
Mary Tudor,10,37.0
Ferenc Wesselényi,17,62.0
Xu Sheng,8,25.0
Hafliði Másson,14,60.0
Havryil Kolenda,15,68.0
Anton Eisenhut,14,25.0
Simon Arnauld de Pomponne,25,81.0
"John Jacob, Marquess of Montferrat",34,50.0
King Huiwen of Zhao,19,44.0
Pierre de Molins,16,30.0
Anton Friedrich Steding,23,64.0
Anthonius Fürstenaw,19,60.0
Antongaleazzo Bentivoglio,25,50.0
Bernardo Pulci,14,50.0
Michael Krešimir II of Croatia,30,19.0
Cristóbal Diatristán de Acuña,29,73.0
Anton von Marenzi,17,66.0
Hōjō Tokimasa,13,77.0
"Jobst Herman, Count of Lippe",28,53.0
Mikołaj Kamieniecki,19,55.0
Gerald of Sauve-Majeure,23,75.0
"Anton Henry, Count of Schwarzburg-Sondershausen",47,67.0
Abu Madyan,10,72.0
Benedetto Buglioni,18,61.0
Nicolas de Pellevé,18,76.0
Anton Hoen,10,47.0
Dietrich von Altenburg,22,91.0
Jean de Nogaret de La Valette,29,48.0
Princess Marie Anne of France,29,0.0
Anton II. Zurlauben,19,81.0
"Antoine, Duke of Lorraine",25,55.0
Anton von Montfort,18,63.0
"Bruno, Duke of Saxony",21,30.0
Matthieu Marais,15,73.0
Juan Rodríguez de Fonseca,25,73.0
Jan Seklucjan,13,80.0
John Sarkander,14,44.0
"Theobald, Bishop of Liège",25,52.0
"Ana de Mendoza y Enríquez de Cabrera, 6th Duchess of the Infantado",66,79.0
Robert Aske,11,37.0
Anton Coler,11,72.0
Anton Lauterbach,16,67.0
"John Stewart, Duke of Albany",28,55.0
Anton Levin von Windheim,24,60.0
Anton Maria Schyrleus of Rheita,31,56.0
Anton Lüdinghusen,17,60.0
Gabriel Báthory,15,24.0
Claude Vignon,13,77.0
John of Gorze,13,74.0
Anton Matthäus I.,17,73.0
Antonius Matthaeus,18,53.0
Ralph von Merle,15,38.0
Giaches de Wert,15,61.0
Anton Musa,10,62.0
"Otto, Count of Cleves",21,32.0
Grigore Ureche,14,57.0
Hugues Quiéret,14,50.0
Judicael ap Hoel,16,68.0
Aldric of Le Mans,17,56.0
John Benbow,11,49.0
Anton Otto von Closs,20,67.0
Archibald Douglas,17,72.0
Cornelis Schut,14,58.0
Jacob Bar-Salibi,16,71.0
Pedro Porter Casanate,21,51.0
Dafydd ap Gruffydd,18,45.0
Jean Jouffroy,13,61.0
"Pierre II, Count of Alençon",27,64.0
Anton Pilgram,13,55.0
John Amner,10,62.0
James of Baux,13,29.0
"Philippe Emmanuel, Duke of Mercœur",34,44.0
Pierre de Vielle-Bride,22,43.0
"Richard de Beauchamp, 13th Earl of Warwick",42,57.0
Girard I of Roussillon,22,13.0
Master Paul of Levoča,21,66.0
Francesco Donato,16,85.0
Walter fitz Alan,16,67.0
Isabella d'Este,15,65.0
Aonghus Óg of Islay,19,22.0
"Alan, 1st Earl of Richmond",26,39.0
Stephen of Liège,16,70.0
Juan Pizarro,12,25.0
Anton Schultze,14,62.0
Anton Sepp,10,78.0
Anton Steding,13,77.0
Robert Kett,11,57.0
Fulvio Testi,12,53.0
Rupert of Nassau-Sonnenberg,27,50.0
Markus von Arethusa,19,62.0
Anton Tucher,12,66.0
Yuan Hong,9,48.0
Peter Wtewael,13,64.0
Bálint Török de Enying,22,49.0
Giusto de' Menabuoi,19,60.0
Anton Wiese,11,73.0
Johann Georg Ebeling,20,39.0
Francesco Pucci,15,54.0
Nathaniel Lee,13,39.0
Anton Woensam,13,49.0
Anton Wolfradt,14,57.0
Sebastiano Ghezzi,17,65.0
Anton Wormbs,12,86.0
"Tomás de la Cerda, 3rd Marquis of la Laguna",43,54.0
Antony of Bergen op Zoom,24,41.0
Anton von Bonin,15,33.0
