headline,print_page
"In Second Republican Debate, Donald Trump’s Rivals Seek Points, Not Knockout.",True
Hillary Clinton’s Long Road to ‘Sorry’ Over Email Use.,True
U.S. Drops Charges That Professor Shared Technology With China.,True
California Legislature Approves Assisted Suicide.,True
A Dying Young Woman’s Hope in Cryonics and a Future.,True
Gloomy Republican Campaigns Leave Behind Reagan Cheer.,True
Jeb Bush’s Cerebral Debate Style Faces a Test: Donald Trump.,True
"Moving Fast, Fire Scorches Community in California.",False
"Details on Bowe Bergdahl, Soldier Freed by Taliban, May Emerge at Hearing.",False
Boston Enlivens City Hall Plaza by Rolling Out Green Carpet.,False
One Symptom in New Medical Codes: Doctor Anxiety.,True
Laurene Powell Jobs Commits $50 Million to Create New High Schools.,False
Panel Studying Racial Divide in Missouri Presents a Blunt Picture of Inequity .,False
The Lobbyist With a Six-Figure Government Job.,True
Democrats Lay Groundwork to Expand Use of ‘Super PACs’.,True
"Amid California Wildfires, Escapes and Choices.",True
U.S. and Chinese Climate Change Negotiators to Meet in Los Angeles.,False
"More Republicans See Donald Trump as a Winner, Poll Finds.",True
"Handcuffed for Making Clock, Ahmed Mohamed, 14, Wins Time With Obama.",True
Candidates Use Second G.O.P. Debate to Taunt Donald Trump.,True
A New Stage but a Familiar Donald Trump: The Brawler.,True
"John Boehner, Strong Abortion Foe, Is Imperiled by the Like-Minded.",True
Carly Fiorina Offers Republicans a Pathway to Reach Women.,True
Immigrants Fight Texas’ Birth Certificate Rules.,True
Family Pond Boils at Center of a ‘Regulatory War’ in Wyoming.,True
"Everett C. Parker, Who Won Landmark Fight Over Media Race Bias, Dies at 102.",False
"Bowe Bergdahl Should Not Be Imprisoned, Army Investigator Says.",True
"Roger Adelman, Prosecutor in Reagan Attacker’s Insanity Trial, Dies at 74.",False
"In Unit Stalked by Suicide, Veterans Try to Save One Another.",True
Bipartisan Effort Fights Health Law Rule That Could Raise Premiums .,False
Oregon’s Legal Sale of Marijuana Comes With Reprieve.,False
Pope Francis’ U.S. Visit Could Benefit Both Left and Right.,False
"Devoted to Simplicity, Pope Francis Creates Knotty Logistics With Visit.",True
Pope Francis to Find a Church in Upheaval.,True
Los Angeles Puts $100 Million Into Helping Homeless.,True
"Pope Francis, in Washington, Addresses Poverty and Climate.",True
"Pope Francis, in Congress, Pleads for Unity on World’s Woes.",True
Police Program Aims to Pinpoint Those Most Likely to Commit Crimes.,True
"In Lunch for the Homeless, a Sacred Mission for Pope Francis.",True
Hillary Clinton Email Inquiry Weighs if Aides Erred at ‘Send’.,True
"John Boehner, House Speaker, Will Resign From Congress.",True
John Boehner Successor Is Likely to Face Similar Problems  .,True
Refugee Crisis in Syria Raises Fears in South Carolina.,True
The Post-Boehner Congress and Washington’s Sense of Dread .,True
"A Pastoral Pope, Slipping Conservatives’ Grasp.",True
John Boehner’s Move Deepens a Republican Chasm.,True
"Pope Departs, After Showing a Deft Touch.",True
Concussions in a Required Class: Boxing at Military Academies.,True
Sainthood of Junípero Serra Reopens Wounds of Colonialism in California.,True
Toys ‘R’ Us Brings Temporary Foreign Workers to U.S. to Move Jobs Overseas.,True
Hillary Clinton Camp Is Making Moves to Check Joe Biden.,True
"Pope Francis, the Kentucky Clerk and Culture Wars Revisited.",True
"Bernie Sanders’s Campaign, Hitting Fund-Raising Milestone, Broadens Focus.",True
"Oregon Shooting at Umpqua College Kills 10, Sheriff Says.",True
#ShoutYourAbortion Gets Angry Shouts Back.,True
"Obama Condemns ‘Routine’ of Mass Shootings, Says U.S. Has Become Numb.",True
"Oregon Killer Described as Man of Few Words, Except on Topic of Guns.",True
Jeb Bush’s Remarks About Blacks Echo a Showdown He Faced as Governor.,True
U.S. Advises Force in Missouri to Mend Ties.,False
"As Hurricane Joaquin Swirls Away, 2nd Storm Follows.",False
"A Snapshot of Students Lost: Young and Old, but All Striving .",True
Raft of Armed Robberies Puts New Orleans Diners on Edge.,False
"Confusion, Horror and Heroism in Oregon Shooting.",True
"Mass Murderers Fit Profile, as Do Many Others Who Don’t Kill.",True
"End to Rain Is in Sight, but Floods Will Persist in South Carolina.",False
"El Faro, Missing Ship, Has No Sign of Survivors.",True
Texas Mother Teaches Textbook Company a Lesson on Accuracy.,False
Oregon Killer’s Mother Wrote of Troubled Son and Gun Rights.,True
California Governor Signs Assisted Suicide Bill Into Law.,False
"U.S. to Release 6,000 Inmates From Prisons.",True
Test Scores Under Common Core Show That ‘Proficient’ Varies by State.,True
"For Jason Chaffetz, Quixotic House Speaker Bid Is in Character.",True
Common Response After Killings in Oregon: ‘I Want to Have a Gun’.,True
Delays as Death-Penalty States Scramble for Execution Drugs.,True
"Kevin McCarthy Withdraws From Speaker’s Race, Putting House in Chaos.",True
"House, and a Republican Party, Divided Against Itself.",True
A Biden Run Would Expose Foreign Policy Differences With Hillary Clinton.,True
Desperate G.O.P. Appeals to Ryan on Speaker’s Job.,True
"Jerry Parr, Secret Service Agent Who Helped Save Reagan, Dies at 85.",False
Oregon Killings Amplify Crusade of Virginia Tech Victim’s Father.,True
"No Jail Time Is Being Sought for Bowe Bergdahl, Lawyer Says.",False
Hometown Lets Paul Ryan Ponder Speaker Job on Own Terms.,False
Relatives of Black Man Shot by Off-Duty Officer in Texas Question Police Actions.,False
A Likely Debate Highlight: Democrats’ Distance From Obama.,True
Clinton Emails Became the New Focus of Benghazi Inquiry.,True
Insurance Dropouts Present a Challenge for Health Law.,True
Latest Unease on Right: Ryan Is Too Far Left.,True
Planned Parenthood Won’t Accept Money for Fetal Tissue.,True
"In Courts, Running Out the Clock on Obama Immigration Plan .",True
Hillary Clinton Turns Up Heat on Bernie Sanders in a Sharp Debate.,True
"In Debate, Hillary Clinton Sent a Message to Doubters.",True
"Sex Ed Lesson: ‘Yes Means Yes,’ but It’s Tricky.",True
Voter ID Battle Shifts to Kansas.,True
Even the Issues Are in Debate in 2016 Race.,True
"Egg Donors Challenge Pay Rates, Saying They Shortchange Women.",True
Coal Baron’s Trial May Hinge on His Secretly Recorded Conversations .,True
Hillary Clinton Bets on Future With Spending Spree to Build Campaign Infrastructure.,True
Veterans Affairs Official Overseeing Backlog of Claims Resigns .,False
A Veterans of Foreign Wars Post in Denver Trades Beer for a Sun Salute.,True
Open Doors and Lingering Pain at Charleston Church Where 9 Were Killed.,True
"Air Force One, a Cherished Perk Awaiting an Upgrade .",True
Republican Freedom Caucus’s Revolt in House Is Stoked Back Home.,True
Fragile Baltimore Struggles to Heal After Deadly Police Encounter.,True
Paul Ryan Says He’ll Run for Speaker if Republicans Unite.,True
Police Leaders Join Call to Cut Prison Rosters .,True
"Marco Rubio’s Ambition, and Sharp Elbows, Fueled His Rise in Tallahassee.",True
Paul Ryan Wins Backing of Majority in Freedom Caucus for House Speaker.,True
Joe Biden Concludes There’s No Time for a 2016 Run.,True
Benghazi Panel Engages Clinton in Tense Session.,True
F.B.I. Chief Links Scrutiny of Police With Rise in Violent Crime.,True
"Bush Cuts Costs, Carson Eclipses Trump in Iowa and G.O.P. Frets.",True
The Disproportionate Risks of Driving While Black.,True
Obama Administration Calls for Limits on Testing in Schools.,True
Bush at 91: Irritated and Invigorated by ’16 Race.,True
"Superintendents in Florida Say Tests Failed State’s Schools, Not Vice Versa.",False
The Offshore Game of Online Sports Betting.,True
Calm Manner Has Ben Carson Rising in Polls.,True
"As a Boss, Carly Fiorina Was a Contradictory Figure at Hewlett-Packard.",True
Congress Strikes a Budget Deal With President.,True
Race and Discipline in Spotlight After South Carolina Officer Drags Student.,True
"Deeply Divided Republican Electorate Drifts Toward Ben Carson, Poll Shows.",True
How 4 Federal Lawyers Paved the Way to Kill Osama bin Laden.,True
Republican Candidates Take Sharp Tone in Third Debate.,True
States Struggle With What to Do With Sex Offenders After Prison.,True
"Past Partners, Marco Rubio and Jeb Bush Shift Directions.",True
"As Speaker, Paul Ryan May Need to Pare Lofty Goals.",True
"Alvin Bronstein, Lawyer Who Fought Prison Abuse, Dies at 87 .",False
"In Heroin Crisis, White Families Seek Gentler War on Drugs.",True
"Halloween Costume Correctness on Campus: Feel Free to Be You, but Not Me.",True
"Paul Singer, Influential Billionaire, Throws Support to Marco Rubio for President.",True
"U.S. and Cuba in Trade Talks, for Ballplayers to Be Named Later .",True
Ted Cruz and Marco Rubio Grow Apart as Their Ambitions Expand.,True
"On Ballot, Ohio Grapples With Specter of Marijuana Monopoly.",False
"Fred Thompson, Former Senator, Actor and Presidential Candidate, Dies at 73.",False
Thousands Start Life Anew With Early Prison Releases.,False
F.B.I. Tool to Identify Extremists Is Criticized.,False
"Under Pressure to Stand Out, Jeb Bush Tries for Reset.",True
"Illinois District Violated Transgender Student’s Rights, U.S. Says.",True
Death Penalty Foes Split Over Taking Issue to Supreme Court.,True
Houston Voters Reject Broad Anti-Discrimination Ordinance.,True
Officer’s Death Stuns Illinois Town a Second Time.,True
Red Tape Slows U.S. Help for Children Fleeing Central America.,True
Claims for Cryotherapy Treatment Get New Scrutiny After a Death.,True
"Ben Carson Appeals to Black Voters, but His Campaign Doesn’t, Yet .",True
"First President George Bush Swings at Son’s Aides, Rattling Clan.",True
"Citing Climate Change, Obama Rejects Construction of Keystone XL Oil Pipeline.",True
Hundreds of Nude Photos Jolt Colorado School.,True
"Candidates Stick to Script, if Not the Truth, in the 2016 Race.",True
"Mississippi Flag, a Rebel Holdout, Is in a New Fight.",True
"G.O.P. Candidates, Lagging, Rely on New Hampshire to Get Close.",True
Black Football Players Lend Heft to Protests at Missouri .,True
University of Missouri Protests Spur a Day of Change.,True
Cuban Peers Dispute Ted Cruz’s Father’s Story of Fighting for Castro.,True
Classified Report on the C.I.A.’s Secret Prisons Is Caught in Limbo.,True
"Large Companies Game H-1B Visa Program, Costing the U.S. Jobs.",True
"A Real Missouri ‘Concerned Student 1950’ Speaks, at Age 89.",True
"In Republican Debate, Candidates Battle Sharply on Immigration.",True
"At University of Missouri, Black Students See a Campus Riven by Race.",True
G.O.P. Fight Now a Battle Over What Defines a Conservative .,True
"In Obama Era, G.O.P. Bolsters Grip in the States.",True
G.O.P. Candidates Target Immigration Policy as Litmus Test in Presidential Race.,True
Supreme Court to Hear Texas Abortion Law Case.,True
"Jack Yufe, a Jew Whose Twin Was a Nazi, Dies at 82.",False
"Tim Valentine, 89, 6-Term Democrat in Congress From North Carolina, Dies.",False
For-Profit College System Expected to Pay Millions.,False
"In Presidential Campaign, It’s Now Terrorism, Not Taxes.",True
"Ben Carson Is Struggling to Grasp Foreign Policy, Advisers Say.",True
"One Slogan, Many Methods: Black Lives Matter Enters Politics.",True
Hillary Clinton Goes Beyond President Obama in Plan to Defeat ISIS.,True
"House Approves Tougher Refugee Screening, Defying Veto Threat.",True
Wall St. Ties Linger as Image Issue for Hillary Clinton.,True
"With Ben Carson, the Doctor and the Politician Can Vary Sharply.",True
Louisiana’s John Bel Edwards Overcame Big Obstacles to Win Governor’s Race.,False
Checkpoints Isolate Many Immigrants in Texas’ Rio Grande Valley.,True
A Chill Grips a Michigan Haven for Syrian Families.,True
Chris Christie’s Bid Gains New Life as He Invokes 9/11 Amid Fear.,True
Chicago Protests Mostly Peaceful After Video of Police Shooting Is Released.,True
"In Renovation of Golf Club, Donald Trump Also Dressed Up History.",True
Rare White House Accord With Koch Brothers on Sentencing Frays.,True
Koch Brothers Woo Hispanic Voters With Turkeys and Questionnaires.,True
"As Mayor, Bernie Sanders Was More Pragmatist Than Socialist.",True
Open Season Is Seen in Gene Editing of Animals.,True
Tighter Lid on Records Threatens to Weaken Government Watchdogs.,True
3 Are Dead in Colorado Springs Shootout at Planned Parenthood Center.,True
Foul-Mouthed and Proud of It on the ’16 Campaign Trail.,True
"Kentucky, Beacon for Health Law, Now a Lab for Its Retreat.",True
"In Colorado, Bustling With Shoppers, Then Gripped by Chaos.",True
Marco Rubio Bets the Grand Old Party Is Ready for His Younger Face.,False
"Robert Dear, Suspect in Colorado Killings, ‘Preferred to Be Left Alone’.",True
A Wealthy Governor and His Friends Are Remaking Illinois.,True
Shooting at Planned Parenthood Adds to Challenges for Congress.,True
‘Love’ and Disbelief Follow Donald Trump Meeting With Black Leaders.,True
ISIS Followers in U.S. Are Diverse and Young.,False
Mayor Rahm Emanuel Fires Chicago Police Superintendent.,True
"For Robert Dear, Religion and Rage Before Planned Parenthood Attack.",True
Students’ Protests May Play Role in Supreme Court Case on Race in Admissions.,True
San Bernardino Shooting Kills at Least 14; Two Suspects Are Dead.,True
Couple Kept Tight Lid on Plans for San Bernardino Shooting.,True
"San Bernardino Suspects Left Trail of Clues, but No Clear Motive.",True
"All Combat Roles Now Open to Women, Defense Secretary Says.",True
"Fear in the Air, Americans Look Over Their Shoulders.",True
F.B.I. Treating San Bernardino Attack as Terrorism Case.,True
"After San Bernardino Attack, Republican Candidates Talk ‘War’.",True
"95,000 Words, Many of Them Ominous, From Donald Trump’s Tongue.",True
"For San Bernardino Survivors, a Day of Screams and Chaos.",True
California Attack Has U.S. Rethinking Strategy on Homegrown Terror.,True
Meal Plan Costs Tick Upward as Students Pay for More Than Food.,True
"Marco Rubio, Switching Focus, Aims to Halt Ted Cruz’s Momentum.",True
Former President Jimmy Carter Says He Is Free of Cancer.,False
Justice Officials to Investigate Chicago Police Department After Laquan McDonald Case.,False
Obama Says of Terrorist Threat: ‘We Will Overcome It’.,True
San Bernardino Community Struck by Massacre Seemed on Verge of Turnaround.,True
Mayoral Race in Maine Could Help Define City’s Future Amid Demographic Shift .,False
No Charges for Chicago Officer in 2014 Shooting of Ronald Johnson.,True
"Killers Were Long Radicalized, F.B.I. Investigators Say.",True
Potential Power Shift as Court Weighs ‘One Person One Vote’.,True
Donald Trump Deflects Withering Fire on Muslim Plan.,True
Obama’s Plans to Stop ISIS Leave Many Democrats Wanting More.,False
Americans Attracted to ISIS Find an ‘Echo Chamber’ on Social Media.,True
